"Termin";"Temperatur-Mittel";"Min.Temp. 5cm";"Max. Temp.";"Min. Temp.";"Niederschlag";"Niederschl. Ind";"Gesamtschnee";"Luftdruck";"Luftfeuchte";"Dampfdruck";"Luftdruck red";"Sonnenschein";"Bewoelkung";"Wind-Mittel";"Maximum Windspitze";"Qualitaet";"Klimaeinschaetzung";"Schneefallgrenze";"Grosswetterlage"
"28.12.2002";"4,1";"-0,5";"7,3";"0,4";"10,8";"6";"0";"940,2";"90,0";"7,50";"1002,6";"0,3";"7,7";"2,3";"7,4";"10";"spätherbstlich";"737";"WZ"
"29.12.2002";"6,4";"3,3";"10,7";"4,2";"9,5";"6";"0";"947,9";"83,0";"8,00";"1010,2";"1,4";"7,7";"5,2";"19,0";"10";"andeutungsweise herbstlich";"1000";"WZ"
"30.12.2002";"11,6";"8,0";"13,5";"10,4";"0,1";"6";"0";"943,5";"63,0";"8,60";"1004,4";"1,7";"6,3";"8,7";"23,6";"10";"andeutungsweise herbstlich";"1521";"WZ"
"31.12.2002";"7,3";"0,9";"10,7";"1,0";"9,8";"6";"0";"945,9";"80,0";"8,20";"1007,9";"0,0";"7,3";"3,4";"12,3";"10";"andeutungsweise herbstlich";"1104";"WZ"
"01.01.2003";"5,0";"0,6";"10,0";"0,9";"2,2";"6";"0";"948,3";"82,0";"7,10";"1011,0";"2,8";"6,0";"2,3";"9,9";"10";"andeutungsweise frühlingshaft";"776";"WZ"
"02.01.2003";"11,6";"7,3";"13,9";"8,7";"6,7";"6";"0";"936,4";"65,0";"8,80";"996,8";"0,0";"6,7";"8,3";"30,9";"10";"andeutungsweise frühlingshaft";"1565";"WZ"
"03.01.2003";"8,6";"4,9";"10,6";"6,8";"4,2";"6";"0";"939,8";"58,0";"6,40";"1001,1";"4,3";"3,0";"7,7";"25,8";"10";"andeutungsweise frühlingshaft";"998";"WZ"
"04.01.2003";"5,5";"1,8";"7,4";"2,0";"12,1";"8";"0";"939,8";"83,0";"7,50";"1001,8";"1,5";"6,7";"3,8";"16,0";"10";"vorfrühlingshaft";"871";"WZ"
"05.01.2003";"-2,7";"-4,6";"2,0";"-4,5";"1,2";"7";"0";"946,0";"83,0";"4,20";"1010,5";"0,0";"8,0";"2,4";"11,5";"10";"vollwinterlich";"0";"HB"
"06.01.2003";"-4,2";"-5,7";"-2,9";"-6,0";"0,0";"7";"2";"947,5";"77,0";"3,40";"1012,4";"0,0";"7,7";"2,3";"6,1";"10";"vollwinterlich";"0";"HB"
"07.01.2003";"-5,9";"-7,1";"-4,1";"-7,5";"1,7";"7";"2";"950,0";"80,0";"3,10";"1015,6";"0,0";"8,0";"2,2";"6,4";"10";"vollwinterlich";"0";"HB"
"08.01.2003";"-8,1";"-11,5";"-5,6";"-10,3";"0,0";"7";"4";"949,5";"76,0";"2,60";"1015,6";"4,4";"3,0";"3,1";"8,2";"10";"vollwinterlich";"0";"HB"
"09.01.2003";"-10,6";"-12,5";"-9,9";"-11,6";"0,0";"7";"3";"950,2";"75,0";"2,00";"1017,0";"0,0";"7,0";"2,5";"7,6";"10";"vollwinterlich";"0";"HB"
"10.01.2003";"-8,9";"-11,4";"-6,8";"-10,4";"0,0";"7";"4";"956,0";"77,0";"2,40";"1022,8";"0,0";"6,7";"1,6";"5,2";"10";"vollwinterlich";"0";"HB"
"11.01.2003";"-8,4";"-13,2";"-5,6";"-10,9";"0,0";"7";"4";"965,0";"80,0";"2,60";"1032,2";"0,8";"4,0";"2,9";"9,8";"10";"vollwinterlich";"0";"HB"
"12.01.2003";"-9,8";"-16,0";"-4,4";"-13,1";"0,0";"0";"4";"971,7";"77,0";"2,20";"1039,8";"7,7";"1,0";"1,5";"4,8";"10";"vollwinterlich";"";"WA"
"13.01.2003";"-5,6";"-14,4";"1,0";"-12,6";"8,9";"8";"3";"966,7";"82,0";"3,50";"1033,3";"0,0";"7,7";"4,5";"15,5";"10";"vollwinterlich";"0";"WA"
"14.01.2003";"2,6";"-0,4";"4,5";"0,8";"0,7";"6";"4";"969,7";"87,0";"6,40";"1034,4";"0,6";"7,3";"4,7";"11,3";"10";"vollwinterlich";"462";"WA"
"15.01.2003";"1,9";"-5,0";"5,1";"-0,7";"0,0";"0";"3";"966,6";"83,0";"5,80";"1031,3";"3,1";"4,3";"1,9";"6,9";"10";"vorfrühlingshaft";"";"WA"
"16.01.2003";"2,5";"-4,6";"4,5";"-1,1";"0,0";"6";"3";"965,9";"76,0";"5,50";"1030,4";"0,4";"7,7";"2,6";"8,5";"10";"vorfrühlingshaft";"349";"WA"
"17.01.2003";"0,0";"-4,1";"4,4";"-3,3";"0,0";"0";"3";"961,7";"87,0";"5,30";"1026,5";"6,6";"5,7";"1,8";"6,2";"10";"vorfrühlingshaft";"";"WA"
"18.01.2003";"0,0";"-5,2";"5,3";"-4,0";"0,0";"7";"2";"957,5";"79,0";"4,80";"1022,1";"2,3";"3,7";"1,3";"6,0";"10";"vorfrühlingshaft";"53";"WA"
"19.01.2003";"1,1";"-6,2";"7,0";"-4,0";"0,0";"6";"2";"951,0";"69,0";"4,50";"1014,9";"8,4";"2,0";"2,0";"7,4";"10";"andeutungsweise frühlingshaft";"116";"WA"
"20.01.2003";"4,7";"-3,6";"9,7";"-1,2";"0,0";"0";"0";"948,4";"69,0";"5,90";"1011,2";"7,8";"4,3";"2,0";"5,3";"10";"andeutungsweise frühlingshaft";"";"WA"
"21.01.2003";"-0,9";"-4,8";"1,5";"-3,0";"0,9";"8";"0";"936,7";"81,0";"4,60";"1000,1";"2,1";"5,0";"1,4";"4,4";"10";"vollwinterlich";"0";"TRW"
"22.01.2003";"4,5";"-0,7";"8,8";"-0,3";"1,8";"6";"0";"940,2";"77,0";"6,40";"1002,5";"3,8";"7,0";"3,0";"11,2";"10";"andeutungsweise frühlingshaft";"656";"TRW"
"23.01.2003";"3,2";"0,3";"4,5";"1,7";"3,4";"8";"0";"953,1";"82,0";"6,30";"1016,6";"0,0";"7,3";"4,3";"10,6";"10";"vollwinterlich";"512";"TRW"
"24.01.2003";"1,5";"0,2";"3,0";"0,2";"0,5";"8";"0";"968,6";"93,0";"6,40";"1033,5";"0,0";"8,0";"3,0";"7,5";"10";"vollwinterlich";"361";"BM"
"25.01.2003";"0,7";"-0,1";"1,6";"0,0";"0,0";"7";"0";"970,3";"85,0";"5,50";"1035,5";"0,0";"8,0";"1,8";"7,2";"10";"vollwinterlich";"184";"BM"
"26.01.2003";"0,6";"-1,1";"1,5";"-0,3";"1,0";"8";"0";"967,3";"84,0";"5,30";"1032,3";"0,0";"7,7";"2,8";"7,6";"10";"vollwinterlich";"165";"BM"
"27.01.2003";"3,0";"-0,4";"6,6";"0,3";"7,2";"8";"0";"964,3";"91,0";"7,00";"1028,5";"0,0";"8,0";"5,0";"12,7";"10";"vorfrühlingshaft";"562";"BM"
"28.01.2003";"5,0";"0,1";"9,1";"1,4";"2,6";"8";"0";"953,6";"76,0";"6,80";"1016,7";"0,8";"6,7";"6,9";"27,6";"10";"vorfrühlingshaft";"704";"NZ"
"29.01.2003";"1,2";"-1,4";"2,8";"-0,1";"3,3";"8";"0";"939,6";"76,0";"5,10";"1002,7";"0,5";"8,0";"5,9";"18,0";"10";"vollwinterlich";"196";"NZ"
"30.01.2003";"-0,5";"-3,1";"0,8";"-1,8";"1,5";"7";"5";"937,8";"84,0";"4,90";"1001,1";"0,3";"5,3";"3,6";"9,6";"10";"vollwinterlich";"37";"NZ"
"31.01.2003";"-3,7";"-7,8";"-1,8";"-6,4";"1,2";"7";"7";"947,2";"78,0";"3,70";"1012,0";"0,2";"8,0";"3,4";"9,8";"10";"vollwinterlich";"0";"NZ"
"01.02.2003";"-6,0";"-13,2";"-1,8";"-8,2";"0,2";"7";"9";"958,2";"72,0";"2,80";"1024,4";"7,2";"4,0";"2,3";"6,4";"10";"vollwinterlich";"0";"NZ"
"02.02.2003";"-2,4";"-11,9";"1,7";"-8,4";"0,5";"8";"9";"952,0";"73,0";"3,80";"1016,8";"0,2";"6,7";"3,2";"10,9";"10";"vollwinterlich";"0";"NWZ"
"03.02.2003";"3,2";"-0,9";"5,9";"0,5";"12,9";"8";"5";"938,4";"73,0";"5,60";"1000,9";"0,1";"7,3";"5,0";"16,5";"10";"vorfrühlingshaft";"435";"NWZ"
"04.02.2003";"0,1";"-3,0";"1,2";"-1,9";"0,7";"7";"4";"932,8";"84,0";"5,20";"995,7";"0,0";"7,7";"2,4";"9,7";"10";"vollwinterlich";"123";"NWZ"
"05.02.2003";"-1,6";"-5,1";"-0,1";"-3,4";"3,6";"7";"5";"940,6";"84,0";"4,60";"1004,4";"0,4";"7,3";"5,0";"";"10";"vollwinterlich";"0";"NWZ"
"06.02.2003";"-2,3";"-6,6";"-0,6";"-4,2";"2,1";"7";"13";"953,7";"83,0";"4,30";"1018,6";"0,1";"8,0";"3,8";"9,7";"10";"vollwinterlich";"0";"NWZ"
"07.02.2003";"-2,3";"-7,7";"0,7";"-4,9";"3,6";"7";"14";"961,6";"74,0";"3,80";"1027,0";"4,7";"6,3";"3,3";"9,4";"10";"vollwinterlich";"0";"NWZ"
"08.02.2003";"-0,3";"-2,2";"0,8";"-1,9";"10,5";"8";"17";"960,9";"93,0";"5,60";"1025,7";"0,0";"8,0";"2,7";"6,7";"10";"vollwinterlich";"117";"BM"
"09.02.2003";"-2,5";"-4,5";"0,1";"-4,4";"0,0";"7";"20";"959,2";"88,0";"4,50";"1024,5";"0,0";"7,3";"2,1";"5,7";"10";"vollwinterlich";"0";"BM"
"10.02.2003";"-4,5";"-6,1";"-3,4";"-6,1";"0,0";"7";"17";"960,8";"87,0";"3,80";"1026,7";"0,0";"8,0";"1,6";"3,8";"10";"vollwinterlich";"0";"BM"
"11.02.2003";"-5,2";"-6,1";"-4,7";"-6,1";"0,0";"7";"17";"964,2";"87,0";"3,60";"1030,5";"0,0";"8,0";"2,2";"5,8";"10";"vollwinterlich";"0";"BM"
"12.02.2003";"-5,4";"-12,1";"-3,6";"-7,4";"0,0";"7";"17";"963,8";"74,0";"3,00";"1030,2";"0,0";"5,0";"2,8";"7,1";"10";"vollwinterlich";"0";"BM"
"13.02.2003";"-6,7";"-13,3";"-3,8";"-9,2";"0,0";"0";"17";"960,9";"78,0";"2,80";"1027,4";"2,6";"5,7";"2,1";"7,5";"10";"vollwinterlich";"";"BM"
"14.02.2003";"-7,7";"-15,0";"-5,2";"-11,1";"0,0";"0";"16";"961,7";"80,0";"2,70";"1028,5";"0,0";"5,7";"1,4";"4,3";"10";"vollwinterlich";"";"HFA"
"15.02.2003";"-7,4";"-16,2";"-2,2";"-12,2";"0,0";"7";"14";"965,3";"75,0";"2,60";"1032,3";"6,7";"4,3";"1,7";"5,4";"10";"vollwinterlich";"0";"HFA"
"16.02.2003";"-4,1";"-6,1";"-2,2";"-5,6";"0,0";"7";"14";"966,2";"76,0";"3,40";"1032,4";"0,3";"7,7";"3,9";"12,4";"10";"vollwinterlich";"0";"HFA"
"17.02.2003";"-4,7";"-10,2";"-0,7";"-7,5";"0,0";"0";"13";"966,9";"70,0";"3,00";"1033,3";"5,7";"3,3";"3,7";"9,6";"10";"vollwinterlich";"";"HFA"
"18.02.2003";"-6,3";"-12,5";"-1,3";"-10,3";"0,0";"0";"12";"962,5";"66,0";"2,50";"1029,0";"9,0";"2,3";"2,8";"8,1";"10";"vollwinterlich";"";"HFA"
"19.02.2003";"-5,7";"-13,0";"-0,4";"-10,3";"0,0";"0";"12";"957,2";"73,0";"3,00";"1023,2";"7,9";"1,0";"3,2";"8,1";"10";"vollwinterlich";"";"HFA"
"20.02.2003";"-3,4";"-13,3";"3,0";"-9,3";"0,0";"0";"12";"953,3";"72,0";"3,40";"1018,4";"9,7";"1,0";"1,9";"5,0";"10";"vorfrühlingshaft";"";"HFA"
"21.02.2003";"-3,3";"-10,0";"1,6";"-6,2";"0,0";"0";"12";"959,3";"84,0";"4,00";"1024,8";"2,9";"5,3";"1,8";"5,6";"10";"vollwinterlich";"";"HFA"
"22.02.2003";"-4,0";"-11,1";"1,3";"-6,9";"0,0";"0";"12";"964,5";"86,0";"3,80";"1030,5";"3,5";"5,3";"1,3";"4,6";"10";"vollwinterlich";"";"SA"
"23.02.2003";"-3,5";"-11,0";"3,6";"-8,4";"0,0";"0";"12";"968,5";"82,0";"3,80";"1034,7";"6,7";"2,7";"1,2";"3,5";"10";"vorfrühlingshaft";"";"SA"
"24.02.2003";"-1,9";"-10,6";"5,3";"-7,2";"0,0";"0";"12";"966,9";"74,0";"3,80";"1032,6";"9,8";"2,7";"1,5";"4,9";"10";"andeutungsweise frühlingshaft";"";"SA"
"25.02.2003";"-0,7";"-10,8";"6,9";"-7,4";"0,0";"0";"11";"960,6";"66,0";"3,70";"1025,6";"10,3";"0,0";"1,4";"4,6";"10";"andeutungsweise frühlingshaft";"";"SA"
"26.02.2003";"1,4";"-9,0";"10,3";"-6,0";"0,0";"0";"8";"955,5";"63,0";"4,00";"1019,6";"10,3";"1,3";"1,4";"5,0";"10";"ausgeprägt frühlingshaft";"";"SA"
"27.02.2003";"3,2";"-6,5";"11,5";"-4,2";"0,0";"0";"8";"955,6";"58,0";"4,10";"1019,3";"10,4";"0,3";"1,4";"5,1";"10";"ausgeprägt frühlingshaft";"";"SA"
"28.02.2003";"6,2";"-2,4";"12,7";"1,4";"0,0";"0";"4";"962,7";"50,0";"4,80";"1026,1";"10,0";"1,3";"2,1";"5,3";"10";"ausgeprägt frühlingshaft";"";"WW"
"01.03.2003";"6,6";"-1,2";"10,9";"1,8";"0,4";"6";"0";"959,9";"62,0";"6,10";"1023,0";"1,1";"5,7";"1,9";"7,5";"10";"andeutungsweise frühlingshaft";"758";"WW"
"02.03.2003";"5,9";"0,0";"12,5";"1,9";"4,2";"6";"0";"953,2";"77,0";"7,10";"1016,0";"2,7";"7,0";"2,4";"14,2";"10";"andeutungsweise frühlingshaft";"847";"WW"
"03.03.2003";"4,1";"1,9";"5,3";"2,9";"0,0";"6";"0";"956,7";"77,0";"6,30";"1020,2";"0,1";"8,0";"3,5";"10,0";"10";"vorfrühlingshaft";"585";"WW"
"04.03.2003";"3,9";"-2,2";"9,1";"-0,6";"0,0";"0";"0";"961,3";"77,0";"6,10";"1025,1";"10,2";"2,0";"1,8";"5,7";"10";"ausgeprägt frühlingshaft";"";"WW"
"05.03.2003";"5,8";"-2,8";"13,7";"-0,6";"0,0";"0";"0";"958,9";"62,0";"5,50";"1022,1";"6,7";"4,0";"1,6";"5,3";"10";"ausgeprägt frühlingshaft";"";"SWA"
"06.03.2003";"2,8";"-2,8";"5,5";"-1,0";"7,9";"6";"0";"954,0";"84,0";"6,30";"1017,6";"0,2";"6,0";"2,7";"12,1";"10";"vorfrühlingshaft";"475";"SWA"
"07.03.2003";"4,0";"0,1";"7,2";"1,2";"0,2";"6";"0";"960,4";"85,0";"6,90";"1024,1";"1,0";"7,0";"2,5";"9,6";"10";"vorfrühlingshaft";"651";"SWA"
"08.03.2003";"4,3";"-2,5";"8,5";"-0,1";"0,0";"6";"0";"961,4";"74,0";"6,10";"1025,1";"2,6";"3,3";"3,0";"9,8";"10";"andeutungsweise frühlingshaft";"578";"SWA"
"09.03.2003";"7,7";"-0,1";"12,5";"2,4";"0,0";"6";"0";"962,2";"55,0";"5,60";"1025,2";"1,6";"7,0";"3,7";"11,8";"10";"andeutungsweise frühlingshaft";"814";"SWA"
"10.03.2003";"12,0";"1,8";"18,4";"5,8";"0,0";"0";"0";"963,9";"34,0";"4,50";"1026,1";"11,1";"3,0";"3,1";"9,5";"10";"frühlingshaft";"";"SWA"
"11.03.2003";"13,6";"5,8";"19,0";"8,5";"0,0";"0";"0";"960,0";"33,0";"5,10";"1021,6";"3,0";"6,7";"3,9";"15,1";"10";"frühlingshaft";"";"SWA"
"12.03.2003";"8,7";"2,8";"15,2";"3,2";"7,7";"6";"0";"959,1";"64,0";"6,60";"1021,7";"0,4";"7,0";"4,8";"14,3";"10";"ausgeprägt frühlingshaft";"1081";"SWA"
"13.03.2003";"3,6";"-3,0";"6,2";"-0,5";"0,0";"7";"0";"967,1";"70,0";"5,60";"1031,4";"0,9";"5,3";"3,2";"10,7";"10";"vorfrühlingshaft";"437";"HB"
"14.03.2003";"0,8";"-3,9";"4,2";"-1,4";"0,1";"7";"0";"967,9";"60,0";"3,90";"1033,0";"2,0";"4,7";"2,5";"8,5";"10";"vorfrühlingshaft";"0";"HB"
"15.03.2003";"0,9";"-2,7";"3,2";"-1,1";"0,0";"0";"0";"973,2";"69,0";"4,40";"1038,6";"1,9";"7,0";"3,8";"9,8";"10";"vollwinterlich";"";"HB"
"16.03.2003";"2,6";"-3,3";"7,4";"-1,4";"0,0";"0";"0";"976,0";"59,0";"4,20";"1041,2";"8,2";"4,0";"2,2";"8,1";"10";"andeutungsweise frühlingshaft";"";"HB"
"17.03.2003";"3,4";"-5,2";"9,2";"-2,5";"0,0";"0";"0";"969,0";"58,0";"4,40";"1033,5";"8,2";"5,3";"1,4";"5,9";"10";"andeutungsweise frühlingshaft";"";"HB"
"18.03.2003";"3,4";"-4,3";"10,0";"-1,9";"0,0";"0";"0";"967,2";"65,0";"4,90";"1031,6";"10,5";"0,7";"2,0";"6,8";"10";"ausgeprägt frühlingshaft";"";"HB"
"19.03.2003";"5,5";"-3,6";"12,1";"-1,2";"0,0";"0";"0";"964,4";"58,0";"5,00";"1028,1";"11,0";"0,7";"1,9";"6,8";"10";"ausgeprägt frühlingshaft";"";"HB"
"20.03.2003";"6,5";"-2,1";"13,1";"1,2";"0,0";"0";"0";"961,8";"53,0";"4,90";"1025,1";"11,2";"0,7";"3,0";"10,1";"10";"ausgeprägt frühlingshaft";"";"HB"
"21.03.2003";"3,3";"-3,2";"8,6";"-1,1";"0,0";"0";"0";"961,8";"64,0";"4,90";"1025,8";"9,7";"3,3";"3,3";"10,8";"10";"andeutungsweise frühlingshaft";"";"HM"
"22.03.2003";"2,2";"-4,8";"8,8";"-3,5";"0,0";"0";"0";"963,4";"36,0";"2,50";"1027,9";"11,8";"0,0";"4,1";"10,4";"10";"andeutungsweise frühlingshaft";"";"HM"
"23.03.2003";"4,7";"-4,7";"13,7";"-2,8";"0,0";"0";"0";"965,0";"36,0";"3,00";"1029,0";"11,9";"0,0";"2,4";"7,3";"10";"frühlingshaft";"";"HM"
"24.03.2003";"9,0";"-3,2";"17,8";"-0,2";"0,0";"0";"0";"965,2";"42,0";"4,50";"1028,1";"11,6";"0,0";"2,2";"7,8";"10";"frühlingshaft";"";"HM"
"25.03.2003";"11,4";"0,1";"18,6";"4,2";"0,0";"0";"0";"961,1";"41,0";"5,20";"1023,2";"11,0";"0,7";"2,0";"9,2";"10";"sommerlich";"";"BM"
"26.03.2003";"10,8";"0,5";"17,9";"3,6";"0,0";"0";"0";"956,8";"51,0";"6,40";"1018,7";"10,4";"0,3";"2,0";"8,5";"10";"frühlingshaft";"";"BM"
"27.03.2003";"11,8";"0,9";"19,3";"4,1";"0,0";"0";"0";"955,7";"50,0";"6,40";"1017,3";"8,8";"5,0";"1,8";"7,5";"10";"sommerlich";"";"BM"
"28.03.2003";"13,4";"1,3";"20,6";"4,5";"0,0";"6";"0";"953,3";"44,0";"6,30";"1014,4";"10,2";"3,0";"1,2";"5,1";"10";"sommerlich";"1423";"BM"
"29.03.2003";"13,9";"8,2";"18,4";"11,2";"0,3";"6";"0";"952,5";"56,0";"8,80";"1013,4";"3,7";"6,0";"1,5";"4,2";"10";"frühlingshaft";"1740";"BM"
"30.03.2003";"13,8";"7,7";"19,4";"9,4";"1,3";"6";"0";"952,6";"58,0";"9,00";"1013,5";"7,1";"6,7";"1,9";"10,7";"10";"frühlingshaft";"1764";"BM"
"31.03.2003";"10,0";"3,1";"13,8";"5,4";"0,1";"6";"0";"957,7";"56,0";"6,90";"1019,9";"7,4";"4,7";"2,7";"8,7";"10";"ausgeprägt frühlingshaft";"1150";"BM"
"01.04.2003";"10,8";"-0,7";"18,6";"2,4";"2,5";"6";"0";"955,4";"47,0";"6,00";"1017,3";"11,6";"2,0";"3,3";"14,6";"10";"sommerlich";"1118";"BM"
"02.04.2003";"5,8";"0,9";"13,2";"2,2";"4,2";"8";"0";"943,7";"76,0";"6,70";"1005,9";"0,2";"8,0";"5,3";"21,3";"10";"andeutungsweise frühlingshaft";"829";"NZ"
"03.04.2003";"3,5";"-0,8";"5,7";"1,4";"0,0";"8";"0";"953,1";"71,0";"5,50";"1016,5";"0,1";"7,3";"3,0";"9,0";"10";"vorfrühlingshaft";"444";"NZ"
"04.04.2003";"3,7";"-0,1";"7,7";"1,4";"0,1";"6";"0";"962,0";"69,0";"5,40";"1025,9";"2,4";"6,0";"2,1";"6,9";"10";"andeutungsweise frühlingshaft";"444";"NZ"
"05.04.2003";"4,8";"-0,9";"7,5";"0,9";"0,0";"8";"0";"957,8";"64,0";"5,50";"1021,2";"0,1";"7,7";"5,5";"15,3";"10";"vorfrühlingshaft";"540";"NZ"
"06.04.2003";"1,1";"-3,9";"4,4";"-2,8";"0,0";"7";"0";"956,7";"56,0";"3,60";"1021,0";"5,3";"6,0";"4,1";"16,2";"10";"vorfrühlingshaft";"3";"NZ"
"07.04.2003";"-1,9";"-5,0";"1,0";"-4,4";"0,0";"7";"0";"958,3";"56,0";"3,00";"1023,4";"3,2";"6,3";"3,2";"9,7";"10";"vollwinterlich";"0";"NZ"
"08.04.2003";"0,5";"-7,1";"6,0";"-4,8";"0,0";"7";"0";"957,6";"46,0";"2,80";"1022,1";"11,7";"2,7";"2,0";"8,7";"10";"andeutungsweise frühlingshaft";"0";"NZ"
"09.04.2003";"2,3";"-2,5";"7,1";"-1,8";"0,9";"8";"0";"949,6";"46,0";"3,30";"1013,1";"7,3";"4,7";"2,0";"7,6";"10";"andeutungsweise frühlingshaft";"56";"TM"
"10.04.2003";"4,3";"-0,1";"8,8";"0,6";"3,4";"8";"0";"941,4";"73,0";"6,00";"1003,8";"1,1";"7,3";"2,9";"15,7";"10";"andeutungsweise frühlingshaft";"583";"TM"
"11.04.2003";"4,2";"-1,6";"9,6";"0,1";"0,0";"0";"0";"949,7";"56,0";"4,40";"1012,7";"9,6";"3,0";"2,8";"7,9";"10";"ausgeprägt frühlingshaft";"";"TM"
"12.04.2003";"7,1";"0,5";"12,3";"2,1";"0,0";"6";"0";"953,9";"59,0";"5,90";"1016,5";"2,6";"6,7";"1,9";"7,7";"10";"andeutungsweise frühlingshaft";"792";"SEA"
"13.04.2003";"10,8";"4,8";"16,4";"6,7";"0,0";"0";"0";"959,9";"58,0";"7,30";"1022,0";"9,4";"3,7";"2,6";"9,0";"10";"frühlingshaft";"";"SEA"
"14.04.2003";"11,6";"2,0";"18,6";"3,9";"0,0";"0";"0";"957,1";"49,0";"6,30";"1018,9";"12,7";"0,3";"3,9";"11,2";"10";"sommerlich";"";"SEA"
"15.04.2003";"13,3";"3,1";"19,7";"6,2";"0,0";"0";"0";"959,5";"49,0";"7,10";"1021,0";"12,9";"0,0";"4,1";"13,2";"10";"sommerlich";"";"SEA"
"16.04.2003";"14,1";"4,7";"20,4";"6,9";"0,0";"0";"0";"960,7";"44,0";"6,70";"1022,2";"12,6";"1,7";"4,2";"12,2";"10";"sommerlich";"";"SEA"
"17.04.2003";"12,6";"4,4";"18,8";"6,7";"0,0";"0";"0";"963,2";"37,0";"5,40";"1025,2";"12,7";"0,7";"4,0";"11,5";"10";"sommerlich";"";"SEA"
"18.04.2003";"9,8";"1,8";"16,2";"4,0";"0,0";"6";"0";"959,7";"44,0";"5,10";"1022,1";"10,0";"3,0";"2,9";"11,6";"10";"frühlingshaft";"934";"HFZ"
"19.04.2003";"5,5";"2,7";"7,4";"3,2";"0,4";"6";"0";"951,8";"71,0";"6,50";"1014,6";"0,0";"7,3";"2,9";"7,7";"10";"vorfrühlingshaft";"720";"HFZ"
"20.04.2003";"13,0";"0,7";"21,0";"3,0";"0,0";"0";"0";"948,7";"48,0";"6,20";"1009,6";"10,7";"6,3";"2,9";"12,8";"10";"sommerlich";"";"HFZ"
"21.04.2003";"11,5";"2,2";"18,4";"4,9";"0,2";"6";"0";"951,1";"55,0";"7,30";"1012,5";"6,5";"4,7";"2,3";"10,5";"10";"frühlingshaft";"1356";"HNA"
"22.04.2003";"11,5";"5,1";"18,3";"7,3";"11,7";"6";"0";"952,7";"71,0";"9,40";"1014,1";"7,5";"6,3";"2,5";"8,9";"10";"frühlingshaft";"1634";"HNA"
"23.04.2003";"12,4";"4,2";"18,7";"6,3";"0,0";"0";"0";"952,1";"59,0";"7,90";"1013,3";"11,0";"3,3";"2,6";"9,0";"10";"sommerlich";"";"HNA"
"24.04.2003";"12,6";"2,5";"19,1";"5,0";"0,0";"0";"0";"956,1";"49,0";"6,60";"1017,6";"12,5";"2,0";"1,5";"5,9";"10";"sommerlich";"";"HNA"
"25.04.2003";"14,9";"4,4";"21,4";"7,1";"0,0";"0";"0";"955,9";"44,0";"7,10";"1016,9";"10,4";"4,0";"2,2";"8,7";"10";"sommerlich";"";"HNA"
"26.04.2003";"16,4";"7,5";"25,0";"9,9";"1,1";"6";"0";"950,7";"53,0";"9,30";"1010,9";"6,3";"6,7";"2,9";"13,5";"10";"sommerlich";"2079";"SWZ"
"27.04.2003";"13,1";"9,1";"16,0";"11,3";"0,0";"0";"0";"953,3";"52,0";"7,80";"1014,5";"3,1";"6,3";"5,1";"16,9";"10";"ausgeprägt frühlingshaft";"";"SWZ"
"28.04.2003";"17,2";"7,8";"24,3";"10,3";"0,0";"6";"0";"950,5";"39,0";"7,10";"1010,6";"8,4";"5,3";"2,4";"9,2";"10";"sommerlich";"1858";"SWZ"
"29.04.2003";"17,4";"10,4";"21,9";"13,7";"0,0";"6";"0";"953,2";"48,0";"9,40";"1013,4";"6,0";"5,7";"3,5";"12,9";"10";"sommerlich";"2114";"SWZ"
"30.04.2003";"16,9";"9,1";"24,6";"11,2";"0,7";"6";"0";"952,1";"62,0";"11,70";"1012,3";"4,7";"7,7";"3,5";"16,3";"10";"sommerlich";"2382";"SWZ"
"01.05.2003";"14,6";"9,4";"20,2";"10,4";"0,0";"0";"0";"959,9";"50,0";"8,00";"1021,2";"8,2";"5,3";"2,9";"11,1";"10";"sommerlich";"";"SWZ"
"02.05.2003";"16,1";"5,9";"22,9";"7,8";"3,2";"6";"0";"954,9";"52,0";"9,20";"1015,5";"9,0";"3,0";"1,6";"6,9";"10";"sommerlich";"2000";"SWZ"
"03.05.2003";"12,8";"6,0";"17,8";"9,1";"0,0";"0";"0";"961,3";"57,0";"8,10";"1023,0";"7,9";"4,0";"4,3";"14,5";"10";"frühlingshaft";"";"SWZ"
"04.05.2003";"16,0";"3,6";"25,2";"5,9";"0,0";"0";"0";"960,0";"43,0";"7,20";"1021,0";"13,4";"3,0";"2,6";"8,1";"10";"sommerlich";"";"SWZ"
"05.05.2003";"21,4";"7,3";"31,8";"9,4";"0,0";"0";"0";"953,8";"45,0";"10,40";"1013,2";"12,8";"1,3";"2,5";"9,1";"10";"sommerlich";"";"SWZ"
"06.05.2003";"23,9";"15,2";"30,3";"18,1";"0,0";"0";"0";"954,7";"34,0";"9,80";"1013,6";"9,9";"4,7";"2,6";"8,5";"10";"sommerlich";"";"SWZ"
"07.05.2003";"20,5";"12,7";"27,1";"14,3";"0,0";"0";"0";"958,6";"58,0";"13,50";"1018,4";"12,8";"1,3";"2,4";"8,2";"10";"sommerlich";"";"BM"
"08.05.2003";"21,7";"13,0";"28,1";"14,8";"8,7";"6";"0";"956,2";"59,0";"14,70";"1015,6";"12,1";"5,7";"2,2";"7,8";"10";"sommerlich";"3211";"BM"
